,F_value,pvalue,value_counts,subsystem,name,alleles_sim,genes,reaction
G16MTM5,4.276491212772287,0.0563428694239914,"[(0.4607672691345215, 3), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649861335754406, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Fatty Acid Metabolism,G16MTM5,,[],Ac1PIM3_c + decdman1p__tb_c --> Ac1PIM4_c + decd__tb_c + h_c
TMHAS3,4.276490486374138,0.05634288795138696,"[(0.4607670307159424, 3), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Fatty Acid Metabolism,TMHAS3,,[],tdm1_c + tdm4_c + tre_c --> 2.0 h2o_c + tmha3_c
ARGSL,4.276490391548251,0.056342890370001446,"[(0.35326840728521347, 3), (0.3507164567708969, 1), (0.3619786053895949, 1), (0.35326896607875824, 1), (0.3641491234302521, 1), (0.3516174405813217, 1), (0.3658416420221329, 1), (0.3514165058732033, 1), (0.35142312198877335, 1), (0.3514193817973137, 1), (0.35326626151800156, 1), (0.3535442352294922, 1), (0.3455377668142319, 1), (0.3539928197860718, 1), (0.35198941826820374, 1)]","Alanine, Aspartate, and Glutamate Metabolism",argininosuccinate lyase,,['Rv1659'],argsuc_c --> arg__L_c + fum_c
TDMS4,4.276490125512168,0.056342897155477537,"[(0.4607670307159424, 3), (0.40773558616638184, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607226848602295, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4341886043548584, 1)]",Fatty Acid Metabolism,TDMS4,,[],2.0 h_c + kmycolate_c + mycolate_c + tre_c --> 2.0 h2o_c + tdm4_c
ARGSS,4.276489565125549,0.0563429114486171,"[(0.35326840728521347, 3), (0.3507164567708969, 1), (0.3619786053895949, 1), (0.35326897352933884, 1), (0.3641491234302521, 1), (0.3516174405813217, 1), (0.3658416420221329, 1), (0.35141652077436447, 1), (0.35142312943935394, 1), (0.3514193817973137, 1), (0.35326626151800156, 1), (0.3535442352294922, 1), (0.3455377668142319, 1), (0.3539928197860718, 1), (0.35198943316936493, 1)]","Alanine, Aspartate, and Glutamate Metabolism",argininosuccinate synthase,,['Rv1658'],asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
MYC1CYC5,4.276488942732878,0.056342927323278884,"[(0.4607670307159424, 3), (0.40773558616638184, 1), (0.6417710781097412, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649861335754406, 1), (0.30011844635009766, 1), (0.47582125663757324, 1), (0.4341890811920166, 1)]",Mycolic Acid Biosynthesis,Mycolic Acid Cyclopropanation,,['Rv0644c'],amet_c + mkmeroacidACP_c --> ahcys_c + h_c + mkmeroacidcyc1ACP_c
NDPK8,4.276488392497023,0.0563429413575234,"[(0.4607670307159424, 3), (0.40773558616638184, 1), (0.6417710781097412, 1), (0.46077823638916016, 1), (0.6868765354156494, 1), (0.42645859718322754, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582125663757324, 1), (0.4341888427734375, 1)]",Purine and Pyrimidine Biosynthesis,nucleoside-diphosphate kinase (ATP:dADP),,['Rv2445c'],atp_c + dadp_c <=> adp_c + datp_c
OCBT,4.276488249659588,0.056342945000717175,"[(0.35326841473579407, 3), (0.3507164642214775, 1), (0.36197859793901443, 1), (0.35326897352933884, 1), (0.3641491234302521, 1), (0.3516174405813217, 1), (0.3658416420221329, 1), (0.35141652822494507, 1), (0.35142314434051514, 1), (0.3514193892478943, 1), (0.35326626151800156, 1), (0.3535442277789116, 1), (0.3455377668142319, 1), (0.3539928197860718, 1), (0.35198942571878433, 1)]",Arginine and Proline Metabolism,ornithine carbamoyltransferase,,['Rv1656'],cbp_c + orn_c <=> citr__L_c + h_c + pi_c
MYCON1,4.276486034442087,0.05634300150181351,"[(0.4607667922973633, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011892318725586, 1), (0.47582125663757324, 1), (0.4341890811920166, 1)]",Mycolic Acid Biosynthesis,Mycolic Acid Condensation,,['Rv3800c'],chexccoa_c + 2.0 h2o_c + meroacidcyc2AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + mycolate_c
MYC1CYC1,4.27648502931624,0.05634302713846584,"[(0.4607670307159424, 3), (0.40773582458496094, 1), (0.6417713165283203, 1), (0.46077895164489746, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220487594604492, 1), (0.4222838878631592, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607226848602295, 1), (0.46649861335754406, 1), (0.30011916160583496, 1), (0.47582149505615234, 1), (0.4341888427734375, 1)]",Mycolic Acid Biosynthesis,MYC1CYC1,,['Rv0470c'],amet_c + meroacidACP_c --> ahcys_c + h_c + meroacidcyc1ACP_c
MYCOPP,4.27648482868297,0.0563430322558022,"[(0.4607670307159424, 3), (0.40773582458496094, 1), (0.6417708396911621, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.4222836494445801, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649909019470215, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Mycolic acid pathway,MNXR90581,,['Rv3802c'],c78mycolateACP_c + ppm_c --> ACP_c + c78mycolatepp_c
MYCON4,4.276483896232633,0.056343056038814156,"[(0.4607663154602051, 3), (0.40773606300354004, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234325408935547, 1), (0.4607224464416504, 1), (0.46649909019470215, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Mycolic Acid Biosynthesis,MYCON4,,['Rv3800c'],chexccoa_c + 2.0 h2o_c + mmmeroacidcyc1AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + mmmycolate_c
FAMPL4,4.276479658924978,0.05634316411543025,"[(0.4607660770416261, 3), (0.40773606300354004, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645859718322754, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224202632904053, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649909019470215, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Mycolic Acid Biosynthesis,FAMPL4,,['Rv3801c'],amp_c + h_c + mmmeroacidcyc1ACP_c --> ACP_c + mmmeroacidcyc1AMP_c
PPM1,4.276479106146979,0.05634317821458392,"[(0.4607670307159424, 3), (0.40773558616638184, 1), (0.6417708396911621, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234277725219727, 1), (0.4607226848602295, 1), (0.46649909019470215, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4341886043548584, 1)]",Mycolic acid pathway,MNXR76028,,['Rv2051c'],gdpmann_c + udcpp_c --> gdp_c + ppm_c
MYC1CYC4,4.276472903640525,0.05634333641597539,"[(0.4607663154602051, 3), (0.40773606300354004, 1), (0.6417715549468994, 1), (0.46077895164489746, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649909019470215, 1), (0.30011892318725586, 1), (0.47582125663757324, 1), (0.4341888427734375, 1)]",Mycolic Acid Biosynthesis,MYC1CYC4,,"['Rv0644c', 'Rv0503c']",amet_c + mmmeroacidACP_c --> ahcys_c + h_c + mmmeroacidcyc1ACP_c
TDMS2,4.276472326701515,0.056343351131432635,"[(0.4607660770416261, 3), (0.40773558616638184, 1), (0.6417715549468994, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645859718322754, 1), (0.7220485210418701, 1), (0.4222829341888428, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4341886043548584, 1)]",Fatty Acid Metabolism,TDMS2,,[],2.0 h_c + mmmycolate_c + mycolate_c + tre_c --> 2.0 h2o_c + tdm2_c
DAPDC,4.271440249113291,0.05647187172291288,"[(0.4607672691345215, 2), (0.4074592590332031, 1), (0.6417713165283203, 1), (0.46077871322631836, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222829341888428, 1), (0.4224205017089844, 1), (0.42234277725219727, 1), (0.4607222080230713, 1), (0.46649885177612294, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4607670307159424, 1), (0.4341890811920166, 1)]",Threonine and Lysine Metabolism,diaminopimelate decarboxylase,,['Rv1293'],26dap__M_c + h_c --> co2_c + lys__L_c
CTPS1,4.270173674466579,0.056504274620715375,"[(0.4607720375061035, 2), (0.40769171714782715, 1), (0.6417737007141113, 1), (0.4607832431793213, 1), (0.6868748664855957, 1), (0.4260261058807373, 1), (0.7220504283905029, 1), (0.422285795211792, 1), (0.4224221706390381, 1), (0.4221212863922119, 1), (0.4607217311859131, 1), (0.4664931297302246, 1), (0.300123929977417, 1), (0.47582507133483887, 1), (0.4607660770416261, 1), (0.4341871738433838, 1)]",Purine and Pyrimidine Biosynthesis,CTP synthase (NH3),,['Rv1699'],atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c
UAAGLS2,4.266474645878571,0.056599032373055656,"[(0.4607670307159424, 2), (0.40718746185302734, 1), (0.6417710781097412, 1), (0.46077823638916016, 1), (0.6868760585784912, 1), (0.42645859718322754, 1), (0.7220480442047119, 1), (0.42228245735168457, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607219696044922, 1), (0.46649837493896484, 1), (0.30011796951293945, 1), (0.47582054138183594, 1), (0.4607667922973633, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,UAAGLS2,,[],atp_c + lys__L_c + uamag_c --> adp_c + h_c + pi_c + uGgl_c
UAAGLS1,4.266473494275231,0.05659906190266162,"[(0.4607670307159424, 2), (0.40718746185302734, 1), (0.6417708396911621, 1), (0.46077823638916016, 1), (0.6868760585784912, 1), (0.42645859718322754, 1), (0.722048282623291, 1), (0.42228245735168457, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607219696044922, 1), (0.46649837493896484, 1), (0.30011796951293945, 1), (0.47582054138183594, 1), (0.4607667922973633, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,UAAGLS1,,[],atp_c + lys__L_c + uamag_c --> adp_c + h_c + pi_c + uAgl_c
UGLDDS1,4.26646887018226,0.05659918047461156,"[(0.4607672691345215, 2), (0.40718770027160645, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645859718322754, 1), (0.7220485210418701, 1), (0.42228269577026367, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607222080230713, 1), (0.46649885177612294, 1), (0.30011820793151855, 1), (0.47582077980041493, 1), (0.4607667922973633, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,UGLDDS1,,['Rv2157c'],alaala_c + atp_c + uAgl_c --> adp_c + h_c + pi_c + uAgla_c
RNDR3,4.266466544410467,0.05659924011264394,"[(0.4607670307159424, 3), (0.40718817710876465, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868762969970703, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649861335754406, 1), (0.30011820793151855, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Purine and Pyrimidine Biosynthesis,ribonucleoside-diphosphate reductase (CDP),,"['Rv3051c', 'Rv3048c']",cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c
TATS,4.266465692884568,0.05659926194770638,"[(0.4607670307159424, 3), (0.40718841552734375, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868760585784912, 1), (0.42645859718322754, 1), (0.7220480442047119, 1), (0.4222829341888428, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607222080230713, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341888427734375, 1)]",Membrane Metabolism,TATS,,[],4.0 h_c + hdca_c + hpmtria_c + 2.0 omtta_c + tre_c --> 4.0 h2o_c + tat_c
UGLDDS2,4.266465569311188,0.05659926511640985,"[(0.40718770027160645, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.4607672691345215, 1), (0.42645859718322754, 1), (0.7220480442047119, 1), (0.42228269577026367, 1), (0.4224207401275635, 1), (0.42234301567077637, 1), (0.4607222080230713, 1), (0.46649885177612294, 1), (0.30011820793151855, 1), (0.47582077980041493, 1), (0.4607667922973633, 1), (0.4607670307159424, 1), (0.4341888427734375, 1)]",Peptidoglycan Metabolism,UGLDDS2,,['Rv2157c'],alaala_c + atp_c + uGgl_c --> adp_c + h_c + pi_c + uGgla_c
AGPAT160190,4.266462525138805,0.05659934317600521,"[(0.4607672691345215, 3), (0.40718746185302734, 1), (0.6417717933654785, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.4222831726074219, 1), (0.4224207401275635, 1), (0.42234277725219727, 1), (0.4607224464416504, 1), (0.46649909019470215, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Glycerophospholipid metabolism,AGPAT160190,,"['Rv2483c', 'Rv2182c']",1hdecg3p_c + mstrACP_c --> ACP_c + pa160190_c
DASYN160190,4.266455172774647,0.05659953170808797,"[(0.4607675075531006, 3), (0.40718746185302734, 1), (0.6417717933654785, 1), (0.46077871322631836, 1), (0.6868767738342285, 1), (0.42645907402038574, 1), (0.7220485210418701, 1), (0.422283411026001, 1), (0.4224207401275635, 1), (0.42234349250793457, 1), (0.4607224464416504, 1), (0.46649909019470215, 1), (0.30011868476867676, 1), (0.47582101821899414, 1), (0.4341890811920166, 1)]",Glycerophospholipid metabolism,"CDP-diacylglycerol synthetase (C16:0, C19:0)",,['Rv2881c'],ctp_c + h_c + pa160190_c --> cdpc16c19g_c + ppi_c
NDPK7,4.266448625067028,0.056599699607486946,"[(0.4607670307159424, 2), (0.40718793869018555, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868765354156494, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234301567077637, 1), (0.4607224464416504, 1), (0.46649885177612294, 1), (0.30011844635009766, 1), (0.47582101821899414, 1), (0.4607672691345215, 1), (0.4341883659362793, 1)]",Purine and Pyrimidine Biosynthesis,nucleoside-diphosphate kinase (ATP:dCDP),,['Rv2445c'],atp_c + dcdp_c <=> adp_c + dctp_c
CBPS,4.263992178399428,0.05666273029034838,"[(0.3535970449447632, 1), (0.3947240114212036, 1), (0.3629426658153534, 1), (0.4027237594127655, 1), (0.3629409968852997, 1), (0.35680603981018066, 1), (0.40891262888908386, 1), (0.3561696410179138, 1), (0.3561936616897583, 1), (0.35618045926094055, 1), (0.3629325032234192, 1), (0.363948255777359, 1), (0.33467531204223633, 1), (0.3655896782875061, 1), (0.36294108629226685, 1), (0.36294031143188477, 1), (0.35826390981674194, 1)]",Purine and Pyrimidine Biosynthesis,carbamoyl-phosphate synthase (glutamine-hydrolysing),,"['Rv1383', 'Rv1384']",2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c
ASPCT,4.259129186184784,0.056787754702897,"[(0.5645530223846436, 1), (0.8881206512451172, 1), (0.6381542682647705, 1), (0.9512839317321777, 1), (0.6381428241729736, 1), (0.5895504951477051, 1), (1.0, 1), (0.5848429203033447, 1), (0.5850315093994141, 1), (0.5849285125732422, 1), (0.6380741596221924, 1), (0.6460671424865723, 1), (0.41565465927124023, 1), (0.6589913368225098, 1), (0.6381433010101318, 1), (0.6381356716156006, 1), (0.601325273513794, 1)]",Purine and Pyrimidine Biosynthesis,aspartate carbamoyltransferase,,['Rv1380'],asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
ORPT,4.259125688622317,0.05678784473959044,"[(0.43544697761535645, 1), (0.11187911033630371, 1), (0.3618450164794922, 1), (0.048715829849243164, 1), (0.36185669898986816, 1), (0.410449743270874, 1), (0.0, 1), (0.4151570796966553, 1), (0.41496920585632324, 1), (0.4150712490081787, 1), (0.3619258403778076, 1), (0.35393285751342773, 1), (0.5843451023101807, 1), (0.34100866317749023, 1), (0.36185622215270996, 1), (0.3618645668029785, 1), (0.39867448806762706, 1)]",Purine and Pyrimidine Biosynthesis,orotate phosphoribosyltransferase,,['Rv0382c'],orot5p_c + ppi_c <=> orot_c + prpp_c
DHORTS,4.259123007252313,0.05678791376540169,"[(0.43544673919677734, 1), (0.11187934875488281, 1), (0.3618454933166504, 1), (0.048715829849243164, 1), (0.36185717582702637, 1), (0.4104495048522949, 1), (0.0, 1), (0.41515684127807617, 1), (0.41496849060058594, 1), (0.4150714874267578, 1), (0.3619256019592285, 1), (0.35393285751342773, 1), (0.5843453407287599, 1), (0.34100842475891113, 1), (0.36185646057128906, 1), (0.3618643283843994, 1), (0.39867472648620605, 1)]",Purine and Pyrimidine Biosynthesis,dihydroorotase,,['Rv1381'],dhor__S_c + h2o_c <=> cbasp_c + h_c
OMPDC,4.259121119916992,0.05678796235064359,"[(0.5645532608032227, 1), (0.8881206512451172, 1), (0.6381545066833496, 1), (0.9512841701507568, 1), (0.6381428241729736, 1), (0.5895500183105469, 1), (1.0, 1), (0.5848422050476074, 1), (0.5850312709808351, 1), (0.5849285125732422, 1), (0.6380741596221924, 1), (0.6460671424865723, 1), (0.41565489768981934, 1), (0.6589915752410889, 1), (0.6381435394287109, 1), (0.6381354331970215, 1), (0.6013250350952148, 1)]",Purine and Pyrimidine Biosynthesis,orotidine-5'-phosphate decarboxylase,,['Rv1385'],h_c + orot5p_c --> co2_c + ump_c
UMPK,4.2563037198566915,0.056860544539258456,"[(0.5643947124481201, 1), (0.8882038593292236, 1), (0.6381549835205078, 1), (0.9512844085693359, 1), (0.6381428241729736, 1), (0.5895640850067139, 1), (1.0, 1), (0.5848424434661865, 1), (0.5850315093994141, 1), (0.584930419921875, 1), (0.6380743980407715, 1), (0.646068811416626, 1), (0.41565394401550293, 1), (0.6589908599853516, 1), (0.6381433010101318, 1), (0.6381363868713379, 1), (0.6012303829193115, 1)]",Purine and Pyrimidine Biosynthesis,UMP kinase,,"['Rv2883c', 'Rv1712']",atp_c + ump_c <=> adp_c + udp_c
PGSA190,4.255767632208249,0.056874367636022494,"[(0.8473142385482788, 3), (0.8156517744064331, 1), (0.9530881643295288, 1), (0.8473203182220459, 1), (0.9794464111328125, 1), (0.8272652626037598, 1), (1.0, 1), (0.8248029947280884, 1), (0.824905514717102, 1), (0.8248611688613892, 1), (0.8472881317138672, 1), (0.8506635427474976, 1), (0.7534352540969849, 1), (0.8561111688613892, 1), (0.8317825794219971, 1)]",Glycerophospholipid metabolism,PGSA190,,"['Rv1822', 'Rv2746c']",cdpc19c19g_c + glyc3p_c --> cmp_c + h_c + pgp190_c
PGSA160190,4.255660485440992,0.05687713090433825,"[(0.4607672691345215, 3), (0.4065980911254883, 1), (0.6417713165283203, 1), (0.46077847480773926, 1), (0.6868767738342285, 1), (0.42645883560180664, 1), (0.722048282623291, 1), (0.4222831726074219, 1), (0.4224205017089844, 1), (0.42234325408935547, 1), (0.4607226848602295, 1), (0.46649885177612294, 1), (0.30011868476867676, 1), (0.47582077980041493, 1), (0.4341888427734375, 1)]",Glycerophospholipid metabolism,"Phosphatidylglycerol synthase (C16:0,C19:0)",,['Rv2746c'],cdpc16c19g_c + glyc3p_c --> cmp_c + h_c + pgp160190_c
DAPE,4.255398728715241,0.056883882159586424,"[(0.4817471504211426, 3), (0.4254450798034668, 1), (0.6709928512573242, 1), (0.48175787925720215, 1), (0.7181525230407715, 1), (0.44550418853759766, 1), (0.754925012588501, 1), (0.44150614738464355, 1), (0.4416544437408447, 1), (0.44158029556274414, 1), (0.48170018196105957, 1), (0.48773980140686035, 1), (0.3137834072113037, 1), (0.4974863529205322, 1), (0.45395898818969727, 1)]",Threonine and Lysine Metabolism,diaminopimelate epimerase,,['Rv2726c'],26dap__LL_c <=> 26dap__M_c
SDPDS,4.255398559194929,0.0568838865321763,"[(0.4817471504211426, 3), (0.4254453182220459, 1), (0.6709928512573242, 1), (0.48175787925720215, 1), (0.7181525230407715, 1), (0.44550418853759766, 1), (0.7549252510070801, 1), (0.44150590896606445, 1), (0.4416544437408447, 1), (0.44158053398132324, 1), (0.48170018196105957, 1), (0.48773980140686035, 1), (0.3137836456298828, 1), (0.4974863529205322, 1), (0.45395874977111816, 1)]",Threonine and Lysine Metabolism,succinyl-diaminopimelate desuccinylase,,['Rv1202'],h2o_c + sl26da_c --> 26dap__LL_c + succ_c
DHDPRy,4.255396437227798,0.05688394126601503,"[(0.4817471504211426, 3), (0.425445556640625, 1), (0.6709928512573242, 1), (0.48175811767578125, 1), (0.7181525230407715, 1), (0.44550418853759766, 1), (0.7549254894256592, 1), (0.44150590896606445, 1), (0.44165468215942383, 1), (0.44158053398132324, 1), (0.48170042037963867, 1), (0.48774003982543945, 1), (0.3137836456298828, 1), (0.4974863529205322, 1), (0.45395898818969727, 1)]",Threonine and Lysine Metabolism,dihydrodipicolinate reductase (NADPH),,['Rv2773c'],23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
THDPS,4.255390157345489,0.056884103249125226,"[(0.4817469120025635, 2), (0.4254450798034668, 1), (0.6709926128387451, 1), (0.48175787925720215, 1), (0.7181522846221924, 1), (0.44550418853759766, 1), (0.754925012588501, 1), (0.44150590896606445, 1), (0.4416544437408447, 1), (0.44158053398132324, 1), (0.48170018196105957, 1), (0.48773980140686035, 1), (0.3137836456298828, 1), (0.4974863529205322, 1), (0.4817471504211426, 1), (0.45395898818969727, 1)]",Threonine and Lysine Metabolism,tetrahydrodipicolinate succinylase,,['Rv1201c'],h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
DHDPS,4.255386408754556,0.05688419994043416,"[(0.4817471504211426, 2), (0.4254453182220459, 1), (0.6709928512573242, 1), (0.48175811767578125, 1), (0.7181525230407715, 1), (0.44550418853759766, 1), (0.7549252510070801, 1), (0.44150614738464355, 1), (0.44165468215942383, 1), (0.44158053398132324, 1), (0.48170018196105957, 1), (0.48773980140686035, 1), (0.3137836456298828, 1), (0.49748659133911133, 1), (0.4817473888397217, 1), (0.45395874977111816, 1)]",Threonine and Lysine Metabolism,dihydrodipicolinate synthase,,['Rv2753c'],aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c
SDPTA,4.255382827863254,0.056884292306272344,"[(0.5182530879974365, 2), (0.5745549201965332, 1), (0.3290073871612549, 1), (0.5182421207427979, 1), (0.2818477153778076, 1), (0.5544958114624023, 1), (0.24507474899291992, 1), (0.5584940910339355, 1), (0.5583455562591553, 1), (0.5584194660186768, 1), (0.5182998180389404, 1), (0.5122601985931396, 1), (0.6862165927886963, 1), (0.5025136470794678, 1), (0.5182528495788574, 1), (0.5460414886474609, 1)]",Threonine and Lysine Metabolism,succinyldiaminopimelate transaminase,,"['Rv0858c', 'Rv1655']",akg_c + sl26da_c <=> glu__L_c + sl2a6o_c
UAMAS,4.252496590422081,0.056958797545097244,"[(0.7916635274887085, 1), (0.9469723701477051, 1), (0.8274155855178833, 1), (0.97676682472229, 1), (0.8274087905883789, 1), (0.8045843839645386, 1), (1.0, 1), (0.801984429359436, 1), (0.8020786046981812, 1), (0.8020318746566772, 1), (0.8273788690567017, 1), (0.8311946392059326, 1), (0.7212908267974854, 1), (0.8373525142669678, 1), (0.8274084329605103, 1), (0.8274085521697998, 1), (0.8098523616790771, 1)]",Peptidoglycan Metabolism,UDP-N-acetylmuramoyl-L-alanine synthetase,,['Rv2152c'],ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
UAMAGS,4.252486912124555,0.05695904757323801,"[(0.8274085521697998, 2), (0.791663408279419, 1), (0.9469723701477051, 1), (0.8274154663085938, 1), (0.97676682472229, 1), (0.8274087905883789, 1), (0.8045843839645386, 1), (1.0, 1), (0.8019845485687256, 1), (0.8020786046981812, 1), (0.8020318746566772, 1), (0.8273789882659912, 1), (0.8311946392059326, 1), (0.7212907075881958, 1), (0.8373525142669678, 1), (0.8098522424697876, 1)]",Peptidoglycan Metabolism,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,,['Rv2155c'],atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
UDCPDP,4.25245340949886,0.05695991308657908,"[(0.4580857753753662, 2), (0.4047434329986572, 1), (0.6380364894866943, 1), (0.4580967426300049, 1), (0.6828787326812744, 1), (0.42357468605041504, 1), (0.7178463935852051, 1), (0.41982531547546387, 1), (0.41996192932128906, 1), (0.4198930263519287, 1), (0.4580409526824951, 1), (0.46378350257873535, 1), (0.2983717918395996, 1), (0.4730515480041504, 1), (0.4580852985382079, 1), (0.43132519721984863, 1)]",Cofactor and Prosthetic Group Biosynthesis,Undecaprenyl-diphosphatase,,['Rv2136c'],h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c
FASm180,4.245358876016816,0.05714354339719516,"[(0.5401568412780762, 2), (0.4777369499206543, 1), (0.7523477077484131, 1), (0.5401701927185059, 1), (0.8052246570587158, 1), (0.4980769157409668, 1), (0.8464570045471191, 1), (0.4950387477874756, 1), (0.49520325660705566, 1), (0.49511241912841797, 1), (0.5401046276092529, 1), (0.5468759536743164, 1), (0.35182857513427734, 1), (0.5578043460845947, 1), (0.5401589870452881, 1), (0.5089986324310303, 1)]",Fatty Acid Metabolism,FASm180,,"['Rv1662', 'Rv1663']",15.0 h_c + 4.0 malcoa_c + mmcoa__S_c + 10.0 nadph_c + octa_c --> 5.0 co2_c + 5.0 coa_c + 5.0 h2o_c + mocdca_c + 10.0 nadp_c
